Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
1692845356.195878,4076,1692845356,194699048,world,3.020743833113329,15.875910419305228,-0.11848337287617028
1692845356.3999786,4077,1692845356,399151086,world,3.0066565449041036,15.892795840917188,-0.05575871400930055
1692845356.5953903,4078,1692845356,594238042,world,2.99150052406992,15.90777124232659,0.029527715393356857
1692845356.7950401,4079,1692845356,793708086,world,2.984970017036403,15.916883059690463,0.13624135248687708
1692845356.9963398,4080,1692845356,995517969,world,2.979851416098768,15.925759495938337,0.2565531109064665
1692845357.1957533,4081,1692845357,194776058,world,2.977535745821683,15.931600287533001,0.35116439012183776
1692845357.3906276,4082,1692845357,389784097,world,2.9799018715491457,15.936404284810123,0.47190749857074366
1692845357.5907857,4083,1692845357,589704990,world,2.9871427365791305,15.941750006578559,0.589144071885201
1692845357.7967732,4084,1692845357,795855045,world,3.0043369696944637,15.939612960836484,0.6874554337144758
1692845357.9955282,4085,1692845357,994680881,world,3.0304796464998844,15.927570346508674,0.801038192610747
1692845358.1953306,4086,1692845358,195029973,world,3.061732371876701,15.906424410928139,0.9157196406492716
1692845358.4354408,4087,1692845358,434619903,world,3.0835298982862014,15.890398251876832,1.0074023084503807
1692845358.6482172,4088,1692845358,647048950,world,3.1128220944827945,15.871231424042207,1.1449469964561558
1692845358.8479037,4089,1692845358,846425056,world,3.148834756378619,15.85399944275855,1.2690380814682385
1692845359.0497286,4090,1692845359,48176050,world,3.200977066895007,15.832304493118727,1.3961114765290148
1692845359.247239,4091,1692845359,246207952,world,3.252747335219283,15.810160132125247,1.4970711489852278
1692845359.4474835,4092,1692845359,447103023,world,3.3311026725598367,15.779262432013184,1.616549836936315
1692845359.64948,4093,1692845359,648447036,world,3.42577110122636,15.743966507589448,1.7368071394669045
1692845359.8987308,4094,1692845359,897273063,world,3.5207759549396087,15.709503981766375,1.8743308006934853
1692845360.0981913,4095,1692845360,96683979,world,3.5612237976307597,15.694825089298092,1.963939265701498
1692845360.2967281,4096,1692845360,295304059,world,3.5876773939518216,15.685652950878648,2.0746843855609143
1692845360.4975388,4097,1692845360,497009038,world,3.5944681528355886,15.681637341935811,2.1836217281047823
1692845360.6914241,4098,1692845360,690004110,world,3.594597332475246,15.680334818735446,2.2590946313813447
1692845360.8920176,4099,1692845360,890893936,world,3.5904003724932636,15.683069248992979,2.3489442929114404
1692845361.0927677,4100,1692845361,92116117,world,3.584032187915227,15.687601604872953,2.443268877307659
1692845361.2980015,4101,1692845361,296720027,world,3.577523238821641,15.68988596702411,2.5192666023332038
1692845361.4974453,4102,1692845361,496089935,world,3.568696673723821,15.69196002295621,2.613509063546317
1692845361.6951385,4103,1692845361,693500995,world,3.563379542642906,15.691007120895392,2.7178566612005426
1692845361.8929377,4104,1692845361,891772031,world,3.5599216053191185,15.689031339037456,2.80795691815365
1692845362.0968733,4105,1692845362,95241069,world,3.55624482804717,15.68568487719449,2.9144111243540607
1692845362.2947135,4106,1692845362,293834924,world,3.5537659129042822,15.680274743536529,3.0180118779375675
1692845362.5463762,4107,1692845362,545499086,world,3.553794970995682,15.676020566806073,3.124365305178628
1692845362.7405462,4108,1692845362,739386081,world,3.556981702302892,15.674229700935939,3.191215533598225
1692845362.9419806,4109,1692845362,940972089,world,3.5587427300498575,15.673307737009281,3.2657083325239995
1692845363.1395445,4110,1692845363,138562917,world,3.5605591209289287,15.672184767341378,3.320334208276691
1692845363.347124,4111,1692845363,346086025,world,3.5669414159646067,15.668280740905402,3.3777118131589674
1692845363.5477946,4112,1692845363,546586990,world,3.574341560762605,15.664711514354167,3.4291022817645143
1692845363.7480588,4113,1692845363,746696949,world,3.5807505668994963,15.663616221584562,3.4692531771534476
1692845363.9478095,4114,1692845363,946742057,world,3.587419845873228,15.6641038100704,3.520384793209999
1692845364.1479316,4115,1692845364,147105932,world,3.592883361752115,15.664089022022836,3.5745405930665584
1692845364.3475897,4116,1692845364,346391916,world,3.596560974964518,15.663209341365928,3.6154230642503933
1692845364.5951285,4117,1692845364,594718933,world,3.6002515521829537,15.65855194959795,3.671131246192232
1692845364.7943606,4118,1692845364,793405055,world,3.6049549528694342,15.652736385371782,3.7098474141097313
1692845364.9969983,4119,1692845364,995919942,world,3.607401811624186,15.64736847375002,3.7352398906659516
1692845365.220291,4120,1692845365,218810081,world,3.6089378232493345,15.64169361985455,3.76672942465909
1692845365.4435537,4121,1692845365,441339015,world,3.609879208379539,15.63818555531384,3.794599132436332
1692845365.6496735,4122,1692845365,648232936,world,3.611124633727627,15.635583177072476,3.8346232276948484
1692845365.8486633,4123,1692845365,847405910,world,3.6104544610381026,15.63390269318893,3.8690587948823776
1692845366.0411675,4124,1692845366,40502071,world,3.606883281789692,15.632002677873288,3.918198838082631
1692845366.2490995,4125,1692845366,248200893,world,3.603201396853592,15.632141844274202,3.974065414159682
1692845366.4467402,4126,1692845366,445235013,world,3.6005733195629546,15.634522242300363,4.021089254099849
1692845366.6495667,4127,1692845366,648685932,world,3.5971450882171894,15.637976339465922,4.083070473829267
1692845366.8481696,4128,1692845366,846645116,world,3.59408959963298,15.642198777811245,4.149654528800525
1692845367.0990515,4129,1692845367,97664117,world,3.5916459604648026,15.644702130677615,4.214156808496057
1692845367.2976208,4130,1692845367,296114921,world,3.5914342641137864,15.645737081586049,4.278359184792379
1692845367.4908488,4131,1692845367,489762067,world,3.5957610295107543,15.645426337663821,4.338408694722105
1692845367.694085,4132,1692845367,693236112,world,3.6005023388194104,15.64604960456677,4.372185835380122
1692845367.8972995,4133,1692845367,896224975,world,3.6060784219899915,15.649618707618629,4.37100648911435
1692845368.0971591,4134,1692845368,94980001,world,3.6115821818942777,15.655456755031537,4.359684917804827
1692845368.296207,4135,1692845368,295806884,world,3.617626988737811,15.660400232440907,4.349542896304541
1692845368.4946787,4136,1692845368,494374036,world,3.623279076564131,15.666679643947873,4.3368748096634135
1692845368.6982656,4137,1692845368,697257041,world,3.626298369653796,15.674810677340247,4.324432579527425
1692845368.89085,4138,1692845368,889745950,world,3.6274038036244747,15.682153656969376,4.314645081207729
1692845369.0921104,4139,1692845369,91504096,world,3.630055513049001,15.688455720226102,4.293211094779409
1692845369.292013,4140,1692845369,291147947,world,3.6309507346585406,15.693208237972385,4.272856567396019
1692845369.4917374,4141,1692845369,491453886,world,3.6292917046920365,15.700147073435119,4.260091583136187
1692845369.6905603,4142,1692845369,689708948,world,3.6278868297325744,15.707004315284621,4.253513954044436
1692845369.8911858,4143,1692845369,890831947,world,3.627813595903149,15.711266118389176,4.253136447477431
1692845370.0924566,4144,1692845370,90572118,world,3.6312172077332434,15.714262190877434,4.25536522724974
1692845370.2927806,4145,1692845370,291568040,world,3.63485041286458,15.71686820779587,4.259256798843609
1692845370.4921947,4146,1692845370,490807056,world,3.638200008433728,15.716697839308836,4.263248023926451
1692845370.6955566,4147,1692845370,694721937,world,3.642215834851868,15.713635409514382,4.265909692690187
1692845370.896722,4148,1692845370,895945072,world,3.644463850887064,15.709546341200166,4.269793774714458
1692845371.0990245,4149,1692845371,97866058,world,3.645042702378987,15.707361988942694,4.272211494611398
1692845371.2925775,4150,1692845371,291572093,world,3.6461270168645115,15.707009756675006,4.274325659576704
1692845371.4955142,4151,1692845371,495055913,world,3.6445513486601158,15.70568676820244,4.279824276557463
1692845371.6977556,4152,1692845371,696485996,world,3.643880054317947,15.703715454712892,4.285507036731261
1692845371.8894062,4153,1692845371,889100074,world,3.644682476347384,15.70309604188651,4.288184186575677
1692845372.0943656,4154,1692845372,93374967,world,3.647002995911521,15.701868903045579,4.290229003632007
1692845372.2979946,4155,1692845372,296924114,world,3.6507225758244886,15.700830629699567,4.2919431438737945
1692845372.4969625,4156,1692845372,495667934,world,3.6546772496277526,15.700215755963882,4.292879210912957
1692845372.6978936,4157,1692845372,697060108,world,3.659327099337929,15.70005087678237,4.291934907981982
1692845372.8961313,4158,1692845372,894975900,world,3.662725477717345,15.70056981144262,4.293497481935887
1692845373.09325,4159,1692845373,92463970,world,3.6624879651628817,15.702680275401917,4.298149081022146
1692845373.2918825,4160,1692845373,290961027,world,3.659638325551441,15.705541786916001,4.3018506724979915
1692845373.497065,4161,1692845373,496088981,world,3.65577207288095,15.710691863653665,4.303101455599133
1692845373.69701,4162,1692845373,695804119,world,3.6513682955945796,15.716028960786844,4.302989152052362
1692845373.8980787,4163,1692845373,896698951,world,3.6491809065203142,15.722518118152948,4.305109108144634
1692845374.0988863,4164,1692845374,97630023,world,3.6463858778954545,15.728899785370686,4.3073564796812605
1692845374.2972052,4165,1692845374,295969009,world,3.643837157420421,15.736595877610625,4.310551535699062
1692845374.4969082,4166,1692845374,496690988,world,3.6410114390870376,15.742134702469457,4.315868032163692
1692845374.6964955,4167,1692845374,695192098,world,3.636897104396894,15.742790651452651,4.321384171295648
1692845374.8979545,4168,1692845374,896301031,world,3.629180741500022,15.734659338206939,4.327640739116632
1692845375.0975888,4169,1692845375,96349954,world,3.6157290814962835,15.711759064252874,4.332938397764082
1692845375.2981849,4170,1692845375,297064065,world,3.602514874572762,15.683179701799418,4.336683832006258
1692845375.4975834,4171,1692845375,496352910,world,3.5827016391772304,15.632062216396207,4.341019518602877
1692845375.6998122,4172,1692845375,698924064,world,3.5566602861483716,15.571253985708609,4.346409731211153
1692845375.8973866,4173,1692845375,896905899,world,3.5324932127759894,15.521242578058718,4.34910371890723
1692845376.0987453,4174,1692845376,97115039,world,3.49872072106632,15.457865973507296,4.350281245043504
1692845376.29549,4175,1692845376,294878005,world,3.4658170580256638,15.38913180905638,4.349657673830819
1692845376.5490334,4176,1692845376,548150062,world,3.4287216945327827,15.307536308309864,4.349120372201966
1692845376.74883,4177,1692845376,747611999,world,3.3930071729532756,15.222601435038996,4.34758756940802
1692845376.9492824,4178,1692845376,948165893,world,3.357110442070507,15.131091439912097,4.346070138554467
1692845377.1506014,4179,1692845377,149353027,world,3.3308718070046552,15.061446034936125,4.345721349935005
1692845377.3498662,4180,1692845377,348557949,world,3.304375206425334,14.978348795121747,4.344056920894559
1692845377.5436897,4181,1692845377,542812108,world,3.289769268123223,14.889142166599413,4.345966147082109
1692845377.7492678,4182,1692845377,747965097,world,3.280390330608384,14.810901178325594,4.3481766570710505
1692845377.9487183,4183,1692845377,947119951,world,3.2654177999050944,14.69802850840074,4.351410944505659
1692845378.152042,4184,1692845378,150847911,world,3.252549160640342,14.565228541364831,4.356116451900931
1692845378.3481753,4185,1692845378,346914052,world,3.240381529975025,14.440166333977004,4.358006498813296
1692845378.549127,4186,1692845378,548309087,world,3.2174307833910234,14.265282024310181,4.361091976011608
1692845378.7486036,4187,1692845378,747363090,world,3.1653939893293455,14.076443631243365,4.358216034613122
1692845378.9503412,4188,1692845378,948793888,world,3.097337076585177,13.921091408384427,4.353464453511023
1692845379.1494045,4189,1692845379,147831916,world,2.9911909490868993,13.714706572681052,4.348661426652924
1692845379.350592,4190,1692845379,350037097,world,2.879724863796696,13.50194528886891,4.345060063144885
1692845379.5490756,4191,1692845379,547807931,world,2.7886256343938385,13.320668836338655,4.34317792401157
1692845379.748861,4192,1692845379,747046947,world,2.682627560413266,13.100621159600223,4.341488071020763
1692845379.949008,4193,1692845379,947967052,world,2.5731296014163263,12.864964948880697,4.340012715760423
1692845380.148354,4194,1692845380,147079944,world,2.4876087267031153,12.680412452379187,4.341641877463829
1692845380.3490393,4195,1692845380,347815036,world,2.385939345706788,12.460287084005358,4.341114466608261
1692845380.5484128,4196,1692845380,547149896,world,2.286221197673626,12.247174037541527,4.338986569218449
1692845380.7477038,4197,1692845380,746628999,world,2.2145933474571393,12.078278220011725,4.339827179100439
1692845380.9463995,4198,1692845380,945652961,world,2.1321473036211955,11.871546390814501,4.337835481834347
1692845381.150905,4199,1692845381,149825096,world,2.0533473876912467,11.665504217059151,4.330189644289831
1692845381.3510334,4200,1692845381,349769115,world,1.9930772479044663,11.496438761588934,4.323759502127004
1692845381.5499108,4201,1692845381,548312902,world,1.922662276541132,11.297458339131026,4.317931875132572
1692845381.749139,4202,1692845381,748038053,world,1.8627959689844147,11.126660572206902,4.314977654968487
1692845381.9506595,4203,1692845381,949603080,world,1.7954511806619848,10.928609666227885,4.311761199468279
1692845382.1486993,4204,1692845382,147277116,world,1.746946036308941,10.783712066369162,4.310256946700633
1692845382.3491416,4205,1692845382,347984075,world,1.6879285147500696,10.605683096440089,4.31055914065314
1692845382.5984766,4206,1692845382,596842050,world,1.6245213936532537,10.395492314515423,4.310894727452649
1692845382.797769,4207,1692845382,796583890,world,1.5823202906384495,10.25882060573872,4.309699702807336
1692845382.9989114,4208,1692845382,997350931,world,1.5351197393769098,10.0929597123868,4.306220361128396
1692845383.1977258,4209,1692845383,197139024,world,1.4852535086946546,9.919399429375972,4.304073706190508
1692845383.410217,4210,1692845383,409269094,world,1.4346780307785139,9.750072382857297,4.299281980142126
1692845383.5986362,4211,1692845383,597022056,world,1.394446563350698,9.615590874665259,4.2927398453187635
1692845383.798113,4212,1692845383,797413110,world,1.345797276389817,9.449831118338125,4.287438167282147
1692845383.9965873,4213,1692845383,995927095,world,1.3103310198762301,9.316814394710718,4.286768726963402
1692845384.198389,4214,1692845384,196789979,world,1.2648846431145557,9.143165269414567,4.28656232272759
1692845384.3989406,4215,1692845384,398278951,world,1.2318759635403467,9.009871135069716,4.287026043385723
1692845384.595092,4216,1692845384,594630002,world,1.1904091846488427,8.83363359110217,4.286875060100996
1692845384.7998657,4217,1692845384,798947095,world,1.1591901010232277,8.694690969483418,4.288719614559085
1692845384.9963255,4218,1692845384,996004104,world,1.1359760086135111,8.567674589514127,4.289477379255715
1692845385.195894,4219,1692845385,195548057,world,1.1328438591031045,8.503419960229166,4.287259733202433
1692845385.3958783,4220,1692845385,394921064,world,1.139128791535427,8.479628441705245,4.283721481654922
1692845385.5948937,4221,1692845385,594403028,world,1.1533258468999747,8.465349758971115,4.281161551794455
1692845385.7983541,4222,1692845385,796976089,world,1.1679302898692185,8.462601935042585,4.2796031688511675
1692845385.997627,4223,1692845385,996272087,world,1.188207348533183,8.47260083609126,4.277176899330769
1692845386.1987221,4224,1692845386,197447061,world,1.2117243899879213,8.492181450990529,4.27541949869665
1692845386.3997529,4225,1692845386,398777961,world,1.2294927805842235,8.511037805355727,4.277263235917005
1692845386.5967746,4226,1692845386,595680952,world,1.2495048546004455,8.53831281816224,4.284338687219773
1692845386.7995548,4227,1692845386,798461914,world,1.2534958784484616,8.56461578284052,4.2861571381439205
1692845386.9966452,4228,1692845386,996275901,world,1.2471846125132515,8.604457398977274,4.285867496295651
1692845387.1987991,4229,1692845387,197494029,world,1.246165824468335,8.644188980296803,4.290661173951662
1692845387.398939,4230,1692845387,397922039,world,1.2457748180371482,8.675393139020798,4.295195755785301
1692845387.5982673,4231,1692845387,597368955,world,1.2392180370381993,8.713190876792169,4.299160957731246
1692845387.7966266,4232,1692845387,796003103,world,1.2277939935770519,8.734822429263431,4.301292834454188
1692845387.9959242,4233,1692845387,995739936,world,1.2078235429586357,8.761633496517106,4.304545469204754
1692845388.1982908,4234,1692845388,197659015,world,1.186436673193839,8.782127933442098,4.307293470399969
1692845388.4364655,4235,1692845388,435014009,world,1.1638986218881655,8.785762405105288,4.3091472099580415
1692845388.6481795,4236,1692845388,646992921,world,1.141728549854406,8.774696428977222,4.310461891161822
1692845388.8501408,4237,1692845388,848751068,world,1.1237347618573494,8.753809751982999,4.313161420895469
1692845389.0484943,4238,1692845389,47656059,world,1.1022954783351224,8.719238364565172,4.315459187952968
1692845389.250467,4239,1692845389,249370098,world,1.083796476204725,8.681668911313864,4.315556956402574
1692845389.449826,4240,1692845389,448731899,world,1.0651135617866885,8.637084235242355,4.31494999142339
1692845389.6476107,4241,1692845389,647267103,world,1.053989941305872,8.60751978823464,4.315649311768922
1692845389.8483675,4242,1692845389,848051071,world,1.0500859312933244,8.593932154640015,4.317837492957366
1692845390.091951,4243,1692845390,90919017,world,1.0495947816428952,8.5838785302019,4.322571460543344
1692845390.2988563,4244,1692845390,297559022,world,1.0563184746803245,8.581418875071677,4.324213843482639
1692845390.498423,4245,1692845390,497149944,world,1.0627187180916735,8.583055267210966,4.32581783492887
1692845390.6985028,4246,1692845390,697622060,world,1.068906249467318,8.586896191002324,4.327874308661606
1692845390.8976066,4247,1692845390,897198915,world,1.0720233137622017,8.590737792606433,4.3284398731025675
1692845391.0934894,4248,1692845391,92752933,world,1.0719496017945858,8.594326251984967,4.327670212754569
1692845391.2918952,4249,1692845391,290616035,world,1.0718779091927217,8.601314830420506,4.326935356578971
1692845391.4931111,4250,1692845391,492515087,world,1.0721096882855363,8.611466619968269,4.327710945501465
1692845391.6921344,4251,1692845391,691185951,world,1.0724212998529765,8.622520982066362,4.32802045381878
1692845391.893486,4252,1692845391,892251968,world,1.0716373581022935,8.636590681134521,4.328569137575855
1692845392.1007693,4253,1692845392,99055051,world,1.0717671190766396,8.64736599318826,4.329111233650792
1692845392.2926793,4254,1692845392,291553020,world,1.074429713926179,8.65425454938486,4.330840765192988
1692845392.4924777,4255,1692845392,490943908,world,1.0753202112872486,8.65790597333671,4.3329084767204336
1692845392.6934514,4256,1692845392,692322969,world,1.0739421135516523,8.660061143720895,4.3323516114590035
1692845392.8922184,4257,1692845392,891096115,world,1.0719670783784068,8.660986725213434,4.3315302599068986
1692845393.0987735,4258,1692845393,97493886,world,1.0713509889426405,8.660583717665077,4.331949244318466
1692845393.2978415,4259,1692845393,296998977,world,1.0713065648905058,8.659984567652828,4.331245505305276
1692845393.4929488,4260,1692845393,491945028,world,1.0700055039368408,8.658635205795463,4.329420659054733
1692845393.6932347,4261,1692845393,692020893,world,1.0691197428386658,8.65681965639169,4.327885599843469
1692845393.8978438,4262,1692845393,897614002,world,1.0676479592628993,8.652638942210842,4.328089287076594
1692845394.100398,4263,1692845394,99942922,world,1.06798302836728,8.647619226244387,4.328619670665162
1692845394.3457208,4264,1692845394,344422101,world,1.0700112615829767,8.639772705142377,4.328498487645035
1692845394.596789,4265,1692845394,595762968,world,1.0722183001818166,8.634660194064509,4.328126798927542
1692845394.7972615,4266,1692845394,796072959,world,1.0729021536677692,8.633327559295367,4.329877659530737
1692845394.9934607,4267,1692845394,992717027,world,1.0743435980232334,8.631195814101375,4.332450871322706
1692845395.1974905,4268,1692845395,197278976,world,1.0753660280615804,8.628600581743967,4.334949560345535
1692845395.3922534,4269,1692845395,391639947,world,1.0738753192365493,8.62463054461864,4.3336607526315305
1692845395.6001344,4270,1692845395,598632097,world,1.0687914469375528,8.620510357867715,4.329059369188073
1692845395.8510761,4271,1692845395,850092887,world,1.0610931974416644,8.61737855373076,4.328148875849422
1692845396.0471044,4272,1692845396,46673059,world,1.054663394397494,8.615318730390754,4.329237815863124
1692845396.2477703,4273,1692845396,247108936,world,1.0532133155528527,8.612448256248854,4.330239643008483
1692845396.4514918,4274,1692845396,450572967,world,1.0535071168138757,8.609231355216025,4.327802203108746
1692845396.6987655,4275,1692845396,698209047,world,1.052641242369532,8.60958797134299,4.3258505965443845
1692845396.8995388,4276,1692845396,898499011,world,1.0539693120942957,8.610879460867864,4.324224694714559
1692845397.0936935,4277,1692845397,92046976,world,1.0570089858169922,8.612202427484362,4.322304805116715
1692845397.298776,4278,1692845397,297470092,world,1.0620481158321127,8.614419343389045,4.318769583269756
1692845397.499636,4279,1692845397,498805999,world,1.0666553179252105,8.616809133324523,4.316369942840353
1692845397.6991146,4280,1692845397,697626113,world,1.0691719441165333,8.61833482034399,4.314318536129932
1692845397.8985682,4281,1692845397,897831916,world,1.0722173981764627,8.61972673713808,4.311578666997249
1692845398.1097655,4282,1692845398,109025955,world,1.0751193658859393,8.622362796200832,4.30776708010373
1692845398.3511727,4283,1692845398,350791931,world,1.078072085052895,8.624022401819275,4.305191634865494
1692845398.593515,4284,1692845398,592186927,world,1.0767611617302464,8.62288073315949,4.303686558303653
1692845398.79221,4285,1692845398,791099071,world,1.0764815500974692,8.623316423167125,4.306163172737001
1692845398.992452,4286,1692845398,991974115,world,1.0788421821379188,8.63268181034664,4.309415671015714
1692845399.2013028,4287,1692845399,201025009,world,1.0917060964552547,8.662281558591076,4.309202860668975
1692845399.399392,4288,1692845399,398102045,world,1.1120032933658877,8.710240716162389,4.307425407115886
1692845399.5997994,4289,1692845399,599565029,world,1.150942935876401,8.809951944729391,4.308355409644932
1692845399.7982366,4290,1692845399,797455072,world,1.191771824636362,8.924754092689227,4.308474767780794
1692845399.9998686,4291,1692845399,999223947,world,1.2547495037676981,9.107955432117024,4.307171004785445
1692845400.199742,4292,1692845400,198461055,world,1.3094817133106744,9.273937410352573,4.306844653624708
1692845400.4406555,4293,1692845400,439424991,world,1.3862699283261009,9.52134011834255,4.308328911276121
1692845400.6496375,4294,1692845400,647624969,world,1.4795781245443322,9.841107278604568,4.304852738741047
1692845400.8480756,4295,1692845400,846915006,world,1.5432331085465876,10.071266999815407,4.303632907485081
1692845401.0505216,4296,1692845401,49283027,world,1.6257004612814399,10.358971760827671,4.302223319643602
1692845401.2525856,4297,1692845401,251147985,world,1.711455026893077,10.653645033529529,4.296875172746624
1692845401.4494467,4298,1692845401,448111057,world,1.7783195202823663,10.891027740155096,4.28296929630045
1692845401.6491828,4299,1692845401,648108005,world,1.8535795638335912,11.169862043721878,4.244686309523345
1692845401.8492353,4300,1692845401,848201990,world,1.911371573994984,11.395651638935078,4.1941265538801105
1692845402.0507216,4301,1692845402,49757957,world,1.9704801187187968,11.645156887032044,4.124164009085561
1692845402.2923114,4302,1692845402,291884899,world,2.0280644487088466,11.912169618793769,4.0471845082297335
1692845402.5196514,4303,1692845402,518831968,world,2.0542947058416985,12.06054786571599,3.9829743726896822
1692845402.7432709,4304,1692845402,741894006,world,2.066381236303755,12.12988300261486,3.925607866285901
1692845402.9451828,4305,1692845402,944111108,world,2.070849063317155,12.154777402967284,3.8875749612278696
1692845403.1436124,4306,1692845403,142154932,world,2.070491025435672,12.152379747796203,3.881575756923084
1692845403.3441372,4307,1692845403,343283891,world,2.065659234198506,12.13553867933183,3.8871230372764387
1692845403.5461874,4308,1692845403,544657945,world,2.0581260901833502,12.11542968078561,3.897737976840915
1692845403.7497876,4309,1692845403,748801946,world,2.045402908144979,12.089995429530518,3.9068677736165824
1692845403.949784,4310,1692845403,948489904,world,2.0351991310189987,12.06903366029951,3.9129340261804657
1692845404.1515844,4311,1692845404,150733947,world,2.0293039551961556,12.056168102726133,3.9162184335750965
1692845404.348902,4312,1692845404,347471952,world,2.022499201267806,12.048613325988072,3.917347512870208
